8-1, time: 2729, pathlen: 9364, saved: 16
100-32, time: 3642, pathlen: 9358, saved: 22
101-32, time: 3516, pathlen: 9356, saved: 24
102-32, time: 3644, pathlen: 9380, saved: 0
103-32, time: 3563, pathlen: 8840, saved: 540
104-32, time: 3388, pathlen: 8842, saved: 538
105-32, time: 3259, pathlen: 8844, saved: 536
106-32, time: 3117, pathlen: 9380, saved: 0
107-32, time: 3538, pathlen: 9316, saved: 64
108-32, time: 3608, pathlen: 9318, saved: 62
109-32, time: 3766, pathlen: 9320, saved: 60
110-32, time: 3335, pathlen: 9380, saved: 0
112-32, time: 3518, pathlen: 9380, saved: 0
113-32, time: 3753, pathlen: 9380, saved: 0
114-32, time: 3670, pathlen: 9380, saved: 0
116-32, time: 3496, pathlen: 9380, saved: 0
117-32, time: 3317, pathlen: 9372, saved: 8
118-32, time: 3492, pathlen: 9374, saved: 6
119-32, time: 3507, pathlen: 9376, saved: 4
120-32, time: 3482, pathlen: 9378, saved: 2
122-32, time: 3531, pathlen: 9290, saved: 90
124-32, time: 3566, pathlen: 9366, saved: 14
126-32, time: 3716, pathlen: 9370, saved: 10
128-32, time: 3597, pathlen: 9358, saved: 22
130-32, time: 3704, pathlen: 9374, saved: 6
132-32, time: 3628, pathlen: 9378, saved: 2
134-32, time: 3378, pathlen: 9380, saved: 0
135-32, time: 3499, pathlen: 9376, saved: 4
136-32, time: 3479, pathlen: 9378, saved: 2
138-32, time: 3461, pathlen: 9354, saved: 26
2-33, time: 3291, pathlen: 9376, saved: 4
4-33, time: 3648, pathlen: 9328, saved: 52
14-33, time: 3691, pathlen: 9328, saved: 52
16-33, time: 3550, pathlen: 9352, saved: 28
30-33, time: 3341, pathlen: 8920, saved: 460
34-33, time: 3429, pathlen: 9372, saved: 8
36-33, time: 2595, pathlen: 9372, saved: 8
38-33, time: 2460, pathlen: 9372, saved: 8
40-33, time: 2467, pathlen: 9300, saved: 80
42-33, time: 2312, pathlen: 9348, saved: 32
44-33, time: 2569, pathlen: 9376, saved: 4
46-33, time: 2420, pathlen: 9232, saved: 148
50-33, time: 2490, pathlen: 9372, saved: 8
52-33, time: 2383, pathlen: 9000, saved: 380
54-33, time: 2516, pathlen: 9368, saved: 12
58-33, time: 2533, pathlen: 9380, saved: 0
59-33, time: 2466, pathlen: 9380, saved: 0
60-33, time: 2476, pathlen: 9380, saved: 0
64-33, time: 2604, pathlen: 9368, saved: 12
68-33, time: 2462, pathlen: 9160, saved: 220
70-33, time: 2513, pathlen: 9320, saved: 60
72-33, time: 2445, pathlen: 9376, saved: 4
74-33, time: 2557, pathlen: 9128, saved: 252
76-33, time: 2470, pathlen: 9380, saved: 0
77-33, time: 2524, pathlen: 9380, saved: 0
78-33, time: 2385, pathlen: 9380, saved: 0
82-33, time: 2617, pathlen: 9372, saved: 8
84-33, time: 2547, pathlen: 9368, saved: 12
88-33, time: 2398, pathlen: 9368, saved: 12
90-33, time: 2515, pathlen: 9140, saved: 240
92-33, time: 2593, pathlen: 9352, saved: 28
94-33, time: 2502, pathlen: 9376, saved: 4
96-33, time: 2476, pathlen: 9352, saved: 28
102-33, time: 2322, pathlen: 8800, saved: 580
112-33, time: 2588, pathlen: 9380, saved: 0
113-33, time: 2406, pathlen: 9380, saved: 0
114-33, time: 2461, pathlen: 9380, saved: 0
116-33, time: 2408, pathlen: 9376, saved: 4
122-33, time: 2627, pathlen: 9292, saved: 88
124-33, time: 2608, pathlen: 9364, saved: 16
126-33, time: 2406, pathlen: 9372, saved: 8
128-33, time: 2503, pathlen: 9356, saved: 24
130-33, time: 2601, pathlen: 9376, saved: 4
132-33, time: 2560, pathlen: 9376, saved: 4
134-33, time: 2519, pathlen: 9376, saved: 4
138-33, time: 2474, pathlen: 9352, saved: 28
2-34, time: 2614, pathlen: 9374, saved: 6
4-34, time: 2497, pathlen: 9380, saved: 0
5-34, time: 2501, pathlen: 9332, saved: 48
6-34, time: 2410, pathlen: 9380, saved: 0
7-34, time: 2595, pathlen: 9368, saved: 12
8-34, time: 2565, pathlen: 9370, saved: 10
9-34, time: 2490, pathlen: 9372, saved: 8
10-34, time: 2463, pathlen: 9374, saved: 6
11-34, time: 2625, pathlen: 9376, saved: 4
12-34, time: 2491, pathlen: 9378, saved: 2
14-34, time: 2530, pathlen: 9326, saved: 54
16-34, time: 2421, pathlen: 9380, saved: 0
17-34, time: 2581, pathlen: 9356, saved: 24
18-34, time: 2572, pathlen: 9358, saved: 22
19-34, time: 2506, pathlen: 9360, saved: 20
20-34, time: 2424, pathlen: 9362, saved: 18
21-34, time: 2571, pathlen: 9364, saved: 16
22-34, time: 2502, pathlen: 9366, saved: 14
23-34, time: 2532, pathlen: 9368, saved: 12
24-34, time: 2476, pathlen: 9370, saved: 10
25-34, time: 2539, pathlen: 9372, saved: 8
26-34, time: 2462, pathlen: 9374, saved: 6
27-34, time: 2562, pathlen: 9376, saved: 4
28-34, time: 2456, pathlen: 9378, saved: 2
30-34, time: 2524, pathlen: 8918, saved: 462
32-34, time: 2519, pathlen: 9378, saved: 2
33-34, time: 2477, pathlen: 9376, saved: 4
34-34, time: 2523, pathlen: 9380, saved: 0
36-34, time: 2556, pathlen: 9370, saved: 10
38-34, time: 2445, pathlen: 9374, saved: 6
40-34, time: 2518, pathlen: 9298, saved: 82
42-34, time: 2523, pathlen: 9350, saved: 30
44-34, time: 2742, pathlen: 9374, saved: 6
46-34, time: 2451, pathlen: 9234, saved: 146
48-34, time: 2475, pathlen: 9378, saved: 2
50-34, time: 2457, pathlen: 9374, saved: 6
52-34, time: 2596, pathlen: 8998, saved: 382
54-34, time: 2569, pathlen: 9370, saved: 10
56-34, time: 2423, pathlen: 9378, saved: 2
58-34, time: 2559, pathlen: 9380, saved: 0
59-34, time: 2535, pathlen: 9380, saved: 0
60-34, time: 2529, pathlen: 9380, saved: 0
62-34, time: 2484, pathlen: 9378, saved: 2
64-34, time: 2444, pathlen: 9370, saved: 10
66-34, time: 2629, pathlen: 9378, saved: 2
68-34, time: 2489, pathlen: 9162, saved: 218
70-34, time: 2512, pathlen: 9318, saved: 62
72-34, time: 2461, pathlen: 9378, saved: 2
74-34, time: 2530, pathlen: 9126, saved: 254
76-34, time: 2561, pathlen: 9380, saved: 0
77-34, time: 2500, pathlen: 9380, saved: 0
78-34, time: 2457, pathlen: 9380, saved: 0
79-34, time: 2576, pathlen: 9376, saved: 4
80-34, time: 2580, pathlen: 9378, saved: 2
82-34, time: 2448, pathlen: 9370, saved: 10
84-34, time: 2481, pathlen: 9370, saved: 10
86-34, time: 2477, pathlen: 9378, saved: 2
88-34, time: 2555, pathlen: 9370, saved: 10
90-34, time: 2492, pathlen: 9138, saved: 242
92-34, time: 2401, pathlen: 9354, saved: 26
94-34, time: 2536, pathlen: 9374, saved: 6
96-34, time: 2465, pathlen: 9380, saved: 0
97-34, time: 2522, pathlen: 9356, saved: 24
98-34, time: 2481, pathlen: 9380, saved: 0
99-34, time: 2595, pathlen: 9376, saved: 4
100-34, time: 2523, pathlen: 9378, saved: 2
102-34, time: 2493, pathlen: 8798, saved: 582
104-34, time: 2569, pathlen: 9378, saved: 2
105-34, time: 2589, pathlen: 9376, saved: 4
106-34, time: 2426, pathlen: 9380, saved: 0
107-34, time: 2496, pathlen: 9368, saved: 12
108-34, time: 2475, pathlen: 9366, saved: 14
109-34, time: 2592, pathlen: 9364, saved: 16
110-34, time: 2514, pathlen: 9380, saved: 0
111-34, time: 2445, pathlen: 9336, saved: 44
112-34, time: 2530, pathlen: 9380, saved: 0
113-34, time: 2553, pathlen: 9380, saved: 0
114-34, time: 2477, pathlen: 9380, saved: 0
116-34, time: 2488, pathlen: 9378, saved: 2
118-34, time: 2463, pathlen: 9380, saved: 0
119-34, time: 2555, pathlen: 9304, saved: 76
120-34, time: 2444, pathlen: 9302, saved: 78
121-34, time: 2540, pathlen: 9300, saved: 80
122-34, time: 2399, pathlen: 9380, saved: 0
124-34, time: 2562, pathlen: 9362, saved: 18
126-34, time: 2585, pathlen: 9374, saved: 6
128-34, time: 2363, pathlen: 9354, saved: 26
130-34, time: 2517, pathlen: 9378, saved: 2
132-34, time: 2566, pathlen: 9374, saved: 6
134-34, time: 2538, pathlen: 9378, saved: 2
136-34, time: 2479, pathlen: 9380, saved: 0
137-34, time: 2468, pathlen: 9348, saved: 32
138-34, time: 2645, pathlen: 9380, saved: 0
2-35, time: 2489, pathlen: 9372, saved: 8
6-35, time: 2531, pathlen: 9348, saved: 32
14-35, time: 2449, pathlen: 9324, saved: 56
30-35, time: 2567, pathlen: 8916, saved: 464
36-35, time: 2634, pathlen: 9368, saved: 12
38-35, time: 2441, pathlen: 9376, saved: 4
40-35, time: 2463, pathlen: 9296, saved: 84
42-35, time: 2498, pathlen: 9352, saved: 28
44-35, time: 2505, pathlen: 9372, saved: 8
46-35, time: 2605, pathlen: 9236, saved: 144
48-35, time: 2410, pathlen: 9376, saved: 4
50-35, time: 2626, pathlen: 9376, saved: 4
52-35, time: 2514, pathlen: 8996, saved: 384
54-35, time: 2543, pathlen: 9372, saved: 8
56-35, time: 2486, pathlen: 9376, saved: 4
60-35, time: 2628, pathlen: 9340, saved: 40
62-35, time: 2581, pathlen: 9376, saved: 4
64-35, time: 2433, pathlen: 9372, saved: 8
66-35, time: 2517, pathlen: 9376, saved: 4
68-35, time: 2586, pathlen: 9164, saved: 216
70-35, time: 2487, pathlen: 9316, saved: 64
74-35, time: 2495, pathlen: 9124, saved: 256
78-35, time: 2453, pathlen: 9304, saved: 76
82-35, time: 2676, pathlen: 9368, saved: 12
84-35, time: 2543, pathlen: 9372, saved: 8
86-35, time: 2466, pathlen: 9376, saved: 4
88-35, time: 2351, pathlen: 9372, saved: 8
90-35, time: 2620, pathlen: 9136, saved: 244
92-35, time: 2535, pathlen: 9356, saved: 24
94-35, time: 2460, pathlen: 9372, saved: 8
98-35, time: 2458, pathlen: 9364, saved: 16
102-35, time: 2455, pathlen: 8796, saved: 584
106-35, time: 2477, pathlen: 9376, saved: 4
110-35, time: 2511, pathlen: 9356, saved: 24
114-35, time: 2376, pathlen: 9324, saved: 56
118-35, time: 2605, pathlen: 9308, saved: 72
122-35, time: 2422, pathlen: 9376, saved: 4
124-35, time: 2558, pathlen: 9360, saved: 20
126-35, time: 2513, pathlen: 9376, saved: 4
128-35, time: 2539, pathlen: 9352, saved: 28
132-35, time: 2656, pathlen: 9372, saved: 8
136-35, time: 2383, pathlen: 9344, saved: 36
2-36, time: 2507, pathlen: 9380, saved: 0
3-36, time: 2529, pathlen: 9368, saved: 12
4-36, time: 2520, pathlen: 9380, saved: 0
6-36, time: 2552, pathlen: 9350, saved: 30
8-36, time: 2455, pathlen: 9378, saved: 2
9-36, time: 2620, pathlen: 9376, saved: 4
10-36, time: 2471, pathlen: 9374, saved: 6
11-36, time: 2541, pathlen: 9372, saved: 8
12-36, time: 2434, pathlen: 9370, saved: 10
13-36, time: 2664, pathlen: 9368, saved: 12
14-36, time: 2523, pathlen: 9380, saved: 0
15-36, time: 2494, pathlen: 9308, saved: 72
16-36, time: 2555, pathlen: 9380, saved: 0
17-36, time: 2487, pathlen: 9208, saved: 172
18-36, time: 2604, pathlen: 9206, saved: 174
19-36, time: 2430, pathlen: 9204, saved: 176
20-36, time: 2467, pathlen: 9202, saved: 178
21-36, time: 2510, pathlen: 9200, saved: 180
22-36, time: 2622, pathlen: 9380, saved: 0
23-36, time: 2486, pathlen: 9172, saved: 208
24-36, time: 2477, pathlen: 9170, saved: 210
25-36, time: 2548, pathlen: 9168, saved: 212
26-36, time: 2472, pathlen: 9166, saved: 214
27-36, time: 2495, pathlen: 9164, saved: 216
28-36, time: 2454, pathlen: 9380, saved: 0
29-36, time: 2511, pathlen: 9156, saved: 224
30-36, time: 2505, pathlen: 9380, saved: 0
31-36, time: 2414, pathlen: 8688, saved: 692
32-36, time: 2405, pathlen: 8686, saved: 694
33-36, time: 2494, pathlen: 8684, saved: 696
34-36, time: 2445, pathlen: 8682, saved: 698
35-36, time: 2374, pathlen: 8680, saved: 700
36-36, time: 2584, pathlen: 9380, saved: 0
38-36, time: 2458, pathlen: 9378, saved: 2
40-36, time: 2446, pathlen: 9294, saved: 86
42-36, time: 2562, pathlen: 9354, saved: 26
44-36, time: 2482, pathlen: 9370, saved: 10
46-36, time: 2567, pathlen: 9238, saved: 142
48-36, time: 2430, pathlen: 9374, saved: 6
50-36, time: 2570, pathlen: 9378, saved: 2
52-36, time: 2424, pathlen: 8994, saved: 386
54-36, time: 2551, pathlen: 9374, saved: 6
56-36, time: 2538, pathlen: 9380, saved: 0
57-36, time: 2535, pathlen: 9376, saved: 4
58-36, time: 2443, pathlen: 9378, saved: 2
60-36, time: 2599, pathlen: 9342, saved: 38
62-36, time: 2497, pathlen: 9374, saved: 6
64-36, time: 2487, pathlen: 9374, saved: 6
66-36, time: 2435, pathlen: 9374, saved: 6
68-36, time: 2603, pathlen: 9166, saved: 214
70-36, time: 2529, pathlen: 9380, saved: 0
71-36, time: 2529, pathlen: 9308, saved: 72
72-36, time: 2492, pathlen: 9306, saved: 74
73-36, time: 2623, pathlen: 9304, saved: 76
74-36, time: 2521, pathlen: 9380, saved: 0
75-36, time: 2443, pathlen: 9376, saved: 4
76-36, time: 2417, pathlen: 9378, saved: 2
78-36, time: 2637, pathlen: 9306, saved: 74
80-36, time: 2488, pathlen: 9378, saved: 2
81-36, time: 2520, pathlen: 9376, saved: 4
82-36, time: 2364, pathlen: 9380, saved: 0
84-36, time: 2549, pathlen: 9374, saved: 6
86-36, time: 2625, pathlen: 9374, saved: 6
88-36, time: 2474, pathlen: 9374, saved: 6
90-36, time: 2472, pathlen: 9134, saved: 246
92-36, time: 2568, pathlen: 9358, saved: 22
94-36, time: 2538, pathlen: 9380, saved: 0
95-36, time: 2454, pathlen: 9376, saved: 4
96-36, time: 2431, pathlen: 9378, saved: 2
98-36, time: 2576, pathlen: 9366, saved: 14
100-36, time: 2433, pathlen: 9378, saved: 2
101-36, time: 2504, pathlen: 9376, saved: 4
102-36, time: 2435, pathlen: 9380, saved: 0
103-36, time: 2600, pathlen: 9380, saved: 0
104-36, time: 2556, pathlen: 9380, saved: 0
106-36, time: 2457, pathlen: 9378, saved: 2
108-36, time: 2503, pathlen: 9378, saved: 2
110-36, time: 2526, pathlen: 9358, saved: 22
112-36, time: 2447, pathlen: 9378, saved: 2
114-36, time: 2525, pathlen: 9380, saved: 0
115-36, time: 2534, pathlen: 9380, saved: 0
116-36, time: 2585, pathlen: 9380, saved: 0
117-36, time: 2537, pathlen: 9312, saved: 68
118-36, time: 2498, pathlen: 9380, saved: 0
120-36, time: 2621, pathlen: 9378, saved: 2
122-36, time: 3907, pathlen: 9378, saved: 2
124-36, time: 3461, pathlen: 9358, saved: 22
126-36, time: 3717, pathlen: 9378, saved: 2
128-36, time: 3406, pathlen: 9380, saved: 0
129-36, time: 3591, pathlen: 9308, saved: 72
130-36, time: 3425, pathlen: 9310, saved: 70
131-36, time: 3474, pathlen: 9312, saved: 68
132-36, time: 3599, pathlen: 9380, saved: 0
133-36, time: 3774, pathlen: 9328, saved: 52
134-36, time: 3932, pathlen: 9330, saved: 50
135-36, time: 3510, pathlen: 9332, saved: 48
136-36, time: 3687, pathlen: 9380, saved: 0
138-36, time: 3640, pathlen: 9378, saved: 2
139-36, time: 3860, pathlen: 9376, saved: 4
4-37, time: 3702, pathlen: 9364, saved: 16
6-37, time: 3580, pathlen: 9352, saved: 28
16-37, time: 3686, pathlen: 9284, saved: 96
22-37, time: 3766, pathlen: 9356, saved: 24
28-37, time: 3500, pathlen: 9376, saved: 4
36-37, time: 3343, pathlen: 8664, saved: 716
40-37, time: 3936, pathlen: 9292, saved: 88
42-37, time: 3390, pathlen: 9356, saved: 24
44-37, time: 3560, pathlen: 9368, saved: 12
46-37, time: 3412, pathlen: 9240, saved: 140
48-37, time: 3690, pathlen: 9372, saved: 8
52-37, time: 3421, pathlen: 8992, saved: 388
54-37, time: 3633, pathlen: 9376, saved: 4
56-37, time: 3547, pathlen: 9368, saved: 12
60-37, time: 3599, pathlen: 9344, saved: 36
62-37, time: 3479, pathlen: 9372, saved: 8
64-37, time: 3639, pathlen: 9376, saved: 4
66-37, time: 3678, pathlen: 9372, saved: 8
68-37, time: 3681, pathlen: 9168, saved: 212
70-37, time: 3457, pathlen: 9376, saved: 4
74-37, time: 3540, pathlen: 9040, saved: 340
78-37, time: 3673, pathlen: 9308, saved: 72
82-37, time: 3560, pathlen: 9360, saved: 20
84-37, time: 3572, pathlen: 9376, saved: 4
86-37, time: 3711, pathlen: 9372, saved: 8
88-37, time: 3814, pathlen: 9376, saved: 4
90-37, time: 3619, pathlen: 9132, saved: 248
92-37, time: 3130, pathlen: 9360, saved: 20
94-37, time: 3347, pathlen: 9364, saved: 16
98-37, time: 3494, pathlen: 9368, saved: 12
102-37, time: 3434, pathlen: 9380, saved: 0
103-37, time: 3687, pathlen: 9380, saved: 0
104-37, time: 3217, pathlen: 9380, saved: 0
108-37, time: 3577, pathlen: 9376, saved: 4
110-37, time: 3638, pathlen: 9360, saved: 20
112-37, time: 3609, pathlen: 9376, saved: 4
114-37, time: 3361, pathlen: 9380, saved: 0
115-37, time: 3384, pathlen: 9380, saved: 0
116-37, time: 3329, pathlen: 9380, saved: 0
120-37, time: 3500, pathlen: 9376, saved: 4
124-37, time: 3490, pathlen: 9356, saved: 24
128-37, time: 3249, pathlen: 9276, saved: 104
132-37, time: 3512, pathlen: 9376, saved: 4
136-37, time: 3576, pathlen: 9372, saved: 8
1-38, time: 3392, pathlen: 9376, saved: 4
2-38, time: 3512, pathlen: 9378, saved: 2
4-38, time: 3511, pathlen: 9362, saved: 18
6-38, time: 3625, pathlen: 9380, saved: 0
7-38, time: 3328, pathlen: 9380, saved: 0
8-38, time: 3611, pathlen: 9380, saved: 0
9-38, time: 3514, pathlen: 9364, saved: 16
10-38, time: 3536, pathlen: 9366, saved: 14
11-38, time: 3306, pathlen: 9368, saved: 12
12-38, time: 3368, pathlen: 9380, saved: 0
13-38, time: 3478, pathlen: 9376, saved: 4
14-38, time: 3541, pathlen: 9378, saved: 2
16-38, time: 3369, pathlen: 9286, saved: 94
18-38, time: 3446, pathlen: 9380, saved: 0
19-38, time: 3368, pathlen: 9376, saved: 4
20-38, time: 3799, pathlen: 9378, saved: 2
22-38, time: 3433, pathlen: 9358, saved: 22
24-38, time: 3464, pathlen: 9378, saved: 2
25-38, time: 3734, pathlen: 9376, saved: 4
26-38, time: 3626, pathlen: 9380, saved: 0
28-38, time: 3417, pathlen: 9378, saved: 2
30-38, time: 3714, pathlen: 9380, saved: 0
31-38, time: 3645, pathlen: 9372, saved: 8
32-38, time: 3373, pathlen: 9374, saved: 6
33-38, time: 3252, pathlen: 9376, saved: 4
34-38, time: 3612, pathlen: 9378, saved: 2
36-38, time: 3538, pathlen: 9380, saved: 0
37-38, time: 3354, pathlen: 9284, saved: 96
38-38, time: 3347, pathlen: 9286, saved: 94
39-38, time: 3803, pathlen: 9288, saved: 92
40-38, time: 3498, pathlen: 9380, saved: 0
42-38, time: 3736, pathlen: 9358, saved: 22
44-38, time: 3345, pathlen: 9366, saved: 14
46-38, time: 3436, pathlen: 9242, saved: 138
48-38, time: 3644, pathlen: 9380, saved: 0
49-38, time: 3610, pathlen: 9368, saved: 12
50-38, time: 3487, pathlen: 9366, saved: 14
51-38, time: 3540, pathlen: 9364, saved: 16
52-38, time: 3972, pathlen: 9380, saved: 0
54-38, time: 3651, pathlen: 9378, saved: 2
56-38, time: 3423, pathlen: 9366, saved: 14
58-38, time: 3335, pathlen: 9378, saved: 2
59-38, time: 3600, pathlen: 9376, saved: 4
60-38, time: 3565, pathlen: 9380, saved: 0
62-38, time: 3308, pathlen: 9370, saved: 10
64-38, time: 3712, pathlen: 9378, saved: 2
66-38, time: 3598, pathlen: 9370, saved: 10
68-38, time: 3649, pathlen: 9170, saved: 210
70-38, time: 3370, pathlen: 9378, saved: 2
72-38, time: 3528, pathlen: 9378, saved: 2
74-38, time: 3585, pathlen: 9038, saved: 342
76-38, time: 3586, pathlen: 9378, saved: 2
77-38, time: 3528, pathlen: 9376, saved: 4
78-38, time: 3476, pathlen: 9380, saved: 0
79-38, time: 3530, pathlen: 9376, saved: 4
80-38, time: 3473, pathlen: 9378, saved: 2
82-38, time: 3267, pathlen: 9358, saved: 22
84-38, time: 3621, pathlen: 9378, saved: 2
86-38, time: 3877, pathlen: 9370, saved: 10
88-38, time: 3580, pathlen: 9378, saved: 2
90-38, time: 3357, pathlen: 9130, saved: 250
92-38, time: 3440, pathlen: 9362, saved: 18
94-38, time: 3888, pathlen: 9362, saved: 18
96-38, time: 3467, pathlen: 9378, saved: 2
97-38, time: 3253, pathlen: 9376, saved: 4
98-38, time: 3528, pathlen: 9380, saved: 0
99-38, time: 4003, pathlen: 9376, saved: 4
100-38, time: 3628, pathlen: 9378, saved: 2
102-38, time: 3436, pathlen: 9380, saved: 0
103-38, time: 3588, pathlen: 9380, saved: 0
104-38, time: 3819, pathlen: 9380, saved: 0
105-38, time: 3695, pathlen: 9368, saved: 12
106-38, time: 3450, pathlen: 9370, saved: 10
107-38, time: 3731, pathlen: 9372, saved: 8
108-38, time: 3563, pathlen: 9380, saved: 0
110-38, time: 3473, pathlen: 9362, saved: 18
112-38, time: 3517, pathlen: 9374, saved: 6
114-38, time: 3439, pathlen: 9380, saved: 0
115-38, time: 3810, pathlen: 9380, saved: 0
116-38, time: 3615, pathlen: 9380, saved: 0
118-38, time: 3661, pathlen: 9380, saved: 0
119-38, time: 3462, pathlen: 9092, saved: 288
120-38, time: 3754, pathlen: 9380, saved: 0
121-38, time: 3608, pathlen: 9100, saved: 280
122-38, time: 3664, pathlen: 9102, saved: 278
123-38, time: 3314, pathlen: 9104, saved: 276
124-38, time: 3734, pathlen: 9380, saved: 0
125-38, time: 3405, pathlen: 9132, saved: 248
126-38, time: 3362, pathlen: 9380, saved: 0
127-38, time: 3375, pathlen: 9272, saved: 108
128-38, time: 3761, pathlen: 9380, saved: 0
130-38, time: 3584, pathlen: 9378, saved: 2
132-38, time: 3588, pathlen: 9378, saved: 2
134-38, time: 3623, pathlen: 9378, saved: 2
136-38, time: 3682, pathlen: 9380, saved: 0
137-38, time: 3726, pathlen: 9376, saved: 4
138-38, time: 3356, pathlen: 9378, saved: 2
4-39, time: 3617, pathlen: 9360, saved: 20
6-39, time: 3455, pathlen: 9380, saved: 0
7-39, time: 3708, pathlen: 9380, saved: 0
8-39, time: 3513, pathlen: 9380, saved: 0
12-39, time: 3201, pathlen: 9376, saved: 4
16-39, time: 3667, pathlen: 9288, saved: 92
18-39, time: 3524, pathlen: 9372, saved: 8
22-39, time: 3511, pathlen: 9360, saved: 20
26-39, time: 3611, pathlen: 9372, saved: 8
30-39, time: 3736, pathlen: 9368, saved: 12
36-39, time: 3406, pathlen: 8564, saved: 816
42-39, time: 3625, pathlen: 9360, saved: 20
44-39, time: 3334, pathlen: 9364, saved: 16
46-39, time: 3669, pathlen: 9244, saved: 136
52-39, time: 3484, pathlen: 8972, saved: 408
56-39, time: 3465, pathlen: 9364, saved: 16
60-39, time: 3648, pathlen: 9352, saved: 28
62-39, time: 3557, pathlen: 9368, saved: 12
66-39, time: 3391, pathlen: 9368, saved: 12
68-39, time: 3558, pathlen: 9172, saved: 208
72-39, time: 3523, pathlen: 9376, saved: 4
74-39, time: 3283, pathlen: 9036, saved: 344
78-39, time: 3429, pathlen: 9320, saved: 60
82-39, time: 3308, pathlen: 9356, saved: 24
86-39, time: 3487, pathlen: 9368, saved: 12
90-39, time: 3914, pathlen: 9128, saved: 252
92-39, time: 3359, pathlen: 9364, saved: 16
94-39, time: 3449, pathlen: 9360, saved: 20
102-39, time: 3166, pathlen: 8768, saved: 612
110-39, time: 3630, pathlen: 9364, saved: 16
112-39, time: 3774, pathlen: 9372, saved: 8
118-39, time: 3345, pathlen: 9088, saved: 292
126-39, time: 3397, pathlen: 9244, saved: 136
130-39, time: 3567, pathlen: 9376, saved: 4
134-39, time: 3709, pathlen: 9376, saved: 4
2-40, time: 3862, pathlen: 9378, saved: 2
3-40, time: 3497, pathlen: 9376, saved: 4
4-40, time: 3634, pathlen: 9380, saved: 0
6-40, time: 3612, pathlen: 9380, saved: 0
7-40, time: 3442, pathlen: 9380, saved: 0
8-40, time: 3776, pathlen: 9380, saved: 0
10-40, time: 3669, pathlen: 9378, saved: 2
12-40, time: 3327, pathlen: 9378, saved: 2
14-40, time: 3688, pathlen: 9380, saved: 0
15-40, time: 3608, pathlen: 9292, saved: 88
16-40, time: 3665, pathlen: 9380, saved: 0
18-40, time: 3732, pathlen: 9370, saved: 10
20-40, time: 3497, pathlen: 9380, saved: 0
21-40, time: 3655, pathlen: 9372, saved: 8
22-40, time: 3805, pathlen: 9380, saved: 0
23-40, time: 3688, pathlen: 9372, saved: 8
24-40, time: 3369, pathlen: 9380, saved: 0
26-40, time: 3615, pathlen: 9380, saved: 0
27-40, time: 3702, pathlen: 9360, saved: 20
28-40, time: 3474, pathlen: 9362, saved: 18
29-40, time: 3413, pathlen: 9364, saved: 16
30-40, time: 3590, pathlen: 9380, saved: 0
32-40, time: 3713, pathlen: 9380, saved: 0
33-40, time: 3649, pathlen: 9360, saved: 20
34-40, time: 3937, pathlen: 9358, saved: 22
35-40, time: 3409, pathlen: 9356, saved: 24
36-40, time: 3688, pathlen: 9380, saved: 0
38-40, time: 3503, pathlen: 9378, saved: 2
39-40, time: 3736, pathlen: 9376, saved: 4
40-40, time: 3308, pathlen: 9374, saved: 6
41-40, time: 3775, pathlen: 9372, saved: 8
42-40, time: 3536, pathlen: 9380, saved: 0
44-40, time: 3564, pathlen: 9362, saved: 18
46-40, time: 3497, pathlen: 9380, saved: 0
47-40, time: 3640, pathlen: 9268, saved: 112
48-40, time: 3537, pathlen: 9270, saved: 110
49-40, time: 3488, pathlen: 9272, saved: 108
50-40, time: 3556, pathlen: 9380, saved: 0
52-40, time: 3922, pathlen: 9380, saved: 0
53-40, time: 3693, pathlen: 8968, saved: 412
54-40, time: 3651, pathlen: 9380, saved: 0
55-40, time: 3576, pathlen: 9356, saved: 24
56-40, time: 3776, pathlen: 9380, saved: 0
57-40, time: 3656, pathlen: 9376, saved: 4
58-40, time: 3800, pathlen: 9378, saved: 2
60-40, time: 3495, pathlen: 9354, saved: 26
62-40, time: 3605, pathlen: 9380, saved: 0
63-40, time: 3563, pathlen: 9360, saved: 20
64-40, time: 3495, pathlen: 9362, saved: 18
65-40, time: 3356, pathlen: 9364, saved: 16
66-40, time: 3743, pathlen: 9380, saved: 0
68-40, time: 3688, pathlen: 9380, saved: 0
69-40, time: 3442, pathlen: 9352, saved: 28
70-40, time: 3592, pathlen: 9354, saved: 26
71-40, time: 3808, pathlen: 9356, saved: 24
72-40, time: 3383, pathlen: 9380, saved: 0
74-40, time: 3496, pathlen: 9380, saved: 0
75-40, time: 3524, pathlen: 9376, saved: 4
76-40, time: 3704, pathlen: 9378, saved: 2
78-40, time: 3604, pathlen: 9322, saved: 58
80-40, time: 3403, pathlen: 9378, saved: 2
81-40, time: 3479, pathlen: 9376, saved: 4
82-40, time: 3671, pathlen: 9380, saved: 0
83-40, time: 3657, pathlen: 9348, saved: 32
84-40, time: 3349, pathlen: 9346, saved: 34
85-40, time: 3413, pathlen: 9344, saved: 36
86-40, time: 3503, pathlen: 9380, saved: 0
87-40, time: 3439, pathlen: 9328, saved: 52
88-40, time: 3653, pathlen: 9380, saved: 0
89-40, time: 3386, pathlen: 9124, saved: 256
90-40, time: 3497, pathlen: 9380, saved: 0
92-40, time: 3848, pathlen: 9366, saved: 14
94-40, time: 3536, pathlen: 9380, saved: 0
